PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29548728","Rufinamide, an antiepileptic drug, improves cognition and increases neurogenesis in the aged gerbil hippocampal dentate gyrus via increasing expressions of IGF-1, IGF-1R and p-CREB","Chen BH, Ahn JH, Park JH, Song M, Kim H, Lee TK, Lee JC, Kim YM, Hwang IK, Kim DW, Lee CH, Yan BC, Kang IJ, Won MH.","Chem Biol Interact. 2018 Apr 25;286:71-77. doi: 10.1016/j.cbi.2018.03.007. Epub 2018 Mar 14.","Chen BH","Chem Biol Interact","2018","2018/03/18","","","10.1016/j.cbi.2018.03.007"
"28267149","Striatal phosphodiesterase 10A and medial prefrontal cortical thickness in patients with schizophrenia: a PET and MRI study","Bodén R, Persson J, Wall A, Lubberink M, Ekselius L, Larsson EM, Antoni G.","Transl Psychiatry. 2017 Mar 7;7(3):e1050. doi: 10.1038/tp.2017.11.","Bodén R","Transl Psychiatry","2017","2017/03/08","PMC5416662","","10.1038/tp.2017.11"
"26365136","The relationship between sleep and cognition in Parkinson's disease: A meta-analysis","Pushpanathan ME, Loftus AM, Thomas MG, Gasson N, Bucks RS.","Sleep Med Rev. 2016 Apr;26:21-32. doi: 10.1016/j.smrv.2015.04.003. Epub 2015 Apr 25.","Pushpanathan ME","Sleep Med Rev","2016","2015/09/15","","","10.1016/j.smrv.2015.04.003"
"29361897","Administration of the metabotropic glutamate receptor subtype 5 allosteric modulator GET 73 with alcohol: A translational study in rats and humans","Haass-Koffler CL, Goodyear K, Loche A, Long VM, Lobina C, Tran HH, Cacciaglia R, Swift RM, Colombo G, Leggio L.","J Psychopharmacol. 2018 Feb;32(2):163-173. doi: 10.1177/0269881117746904. Epub 2018 Jan 23.","Haass-Koffler CL","J Psychopharmacol","2018","2018/01/25","PMC7014573","NIHMS1553458","10.1177/0269881117746904"
"30513524","Pituitary Adenylate Cyclase Activating Polypeptide Elicits Neuroprotection Against Acute Ischemic Neuronal Cell Death Associated with NMDA Receptors","Kaneko Y, Tuazon JP, Ji X, Borlongan CV.","Cell Physiol Biochem. 2018;51(4):1982-1995. doi: 10.1159/000495722. Epub 2018 Dec 4.","Kaneko Y","Cell Physiol Biochem","2018","2018/12/05","","","10.1159/000495722"
"30247998","Cow's Milk Consumption and Health: A Health Professional's Guide","Marangoni F, Pellegrino L, Verduci E, Ghiselli A, Bernabei R, Calvani R, Cetin I, Giampietro M, Perticone F, Piretta L, Giacco R, La Vecchia C, Brandi ML, Ballardini D, Banderali G, Bellentani S, Canzone G, Cricelli C, Faggiano P, Ferrara N, Flachi E, Gonnelli S, Macca C, Magni P, Marelli G, Marrocco W, Miniello VL, Origo C, Pietrantonio F, Silvestri P, Stella R, Strazzullo P, Troiano E, Poli A.","J Am Coll Nutr. 2019 Mar-Apr;38(3):197-208. doi: 10.1080/07315724.2018.1491016. Epub 2018 Sep 24.","Marangoni F","J Am Coll Nutr","2019","2018/09/25","","","10.1080/07315724.2018.1491016"
"31175878","Methyl-CpG binding protein 2 functional alterations provide vulnerability to develop behavioral and molecular features of post-traumatic stress disorder in male mice","Cosentino L, Vigli D, Medici V, Flor H, Lucarelli M, Fuso A, De Filippis B.","Neuropharmacology. 2019 Dec 1;160:107664. doi: 10.1016/j.neuropharm.2019.06.003. Epub 2019 Jun 6.","Cosentino L","Neuropharmacology","2019","2019/06/09","","","10.1016/j.neuropharm.2019.06.003"
"28660246","GABA-B Controls Persistent Na(+) Current and Coupled Na(+)-Activated K(+) Current","Li P, Stewart R, Butler A, Gonzalez-Cota AL, Harmon S, Salkoff L.","eNeuro. 2017 Jun 23;4(3):ENEURO.0114-17.2017. doi: 10.1523/ENEURO.0114-17.2017. eCollection 2017 May-Jun.","Li P","eNeuro","2017","2017/06/30","PMC5482115","","10.1523/ENEURO.0114-17.2017"
"31523122","Dimethyl fumarate mitigates optic neuritis","Zyla K, Larabee CM, Georgescu C, Berkley C, Reyna T, Plafker SM.","Mol Vis. 2019 Aug 22;25:446-461. eCollection 2019.","Zyla K","Mol Vis","2019","2019/09/17","PMC6707756","",""
"30176547","Environmental enrichment reverses increased addiction risk caused by prenatal ethanol exposure","Wang R, Hausknecht KA, Shen YL, Haj-Dahmane S, Vezina P, Shen RY.","Drug Alcohol Depend. 2018 Oct 1;191:343-347. doi: 10.1016/j.drugalcdep.2018.07.013. Epub 2018 Aug 25.","Wang R","Drug Alcohol Depend","2018","2018/09/04","PMC6178821","NIHMS1504976","10.1016/j.drugalcdep.2018.07.013"
"31609992","Evaluation of linear and non-linear activation dynamics models for insect muscle","Harischandra N, Clare AJ, Zakotnik J, Blackburn LML, Matheson T, Dürr V.","PLoS Comput Biol. 2019 Oct 14;15(10):e1007437. doi: 10.1371/journal.pcbi.1007437. eCollection 2019 Oct.","Harischandra N","PLoS Comput Biol","2019","2019/10/15","PMC6812852","","10.1371/journal.pcbi.1007437"
"27101945","Beware of your Cre-Ation: lacZ expression impairs neuronal integrity and hippocampus-dependent memory","Reichel JM, Bedenk BT, Gassen NC, Hafner K, Bura SA, Almeida-Correa S, Genewsky A, Dedic N, Giesert F, Agarwal A, Nave KA, Rein T, Czisch M, Deussing JM, Wotjak CT.","Hippocampus. 2016 Oct;26(10):1250-64. doi: 10.1002/hipo.22601. Epub 2016 May 24.","Reichel JM","Hippocampus","2016","2016/04/23","","","10.1002/hipo.22601"
"30600502","Role of Oxidative Stress in Lithium-Induced Nephropathy","Ossani GP, Uceda AM, Acosta JM, Lago NR, Repetto MG, Martino DJ, Toblli JE.","Biol Trace Elem Res. 2019 Oct;191(2):412-418. doi: 10.1007/s12011-018-1617-2. Epub 2019 Jan 2.","Ossani GP","Biol Trace Elem Res","2019","2019/01/03","","","10.1007/s12011-018-1617-2"
"27031732","Partial Amelioration of Peripheral and Central Symptoms of Huntington's Disease via Modulation of Lipid Metabolism","Chen JY, Tran C, Hwang L, Deng G, Jung ME, Faull KF, Levine MS, Cepeda C.","J Huntingtons Dis. 2016;5(1):65-81. doi: 10.3233/JHD-150181.","Chen JY","J Huntingtons Dis","2016","2016/04/01","PMC5002395","NIHMS812272","10.3233/JHD-150181"
"32020036","Nucleus accumbens pathways control cell-specific gene expression in the medial prefrontal cortex","Hikida T, Yao S, Macpherson T, Fukakusa A, Morita M, Kimura H, Hirai K, Ando T, Toyoshiba H, Sawa A.","Sci Rep. 2020 Feb 4;10(1):1838. doi: 10.1038/s41598-020-58711-2.","Hikida T","Sci Rep","2020","2020/02/06","PMC7000772","","10.1038/s41598-020-58711-2"
"32469963","Amyloid β induces interneuron-specific changes in the hippocampus of APPNL-F mice","Sos KE, Mayer MI, Takács VT, Major A, Bardóczi Z, Beres BM, Szeles T, Saito T, Saido TC, Mody I, Freund TF, Nyiri G.","PLoS One. 2020 May 29;15(5):e0233700. doi: 10.1371/journal.pone.0233700. eCollection 2020.","Sos KE","PLoS One","2020","2020/05/30","PMC7259556","","10.1371/journal.pone.0233700"
"29642012","Environmental Enrichment and Social Isolation Mediate Neuroplasticity of Medium Spiny Neurons through the GSK3 Pathway","Scala F, Nenov MN, Crofton EJ, Singh AK, Folorunso O, Zhang Y, Chesson BC, Wildburger NC, James TF, Alshammari MA, Alshammari TK, Elfrink H, Grassi C, Kasper JM, Smith AE, Hommel JD, Lichti CF, Rudra JS, D'Ascenzo M, Green TA, Laezza F.","Cell Rep. 2018 Apr 10;23(2):555-567. doi: 10.1016/j.celrep.2018.03.062.","Scala F","Cell Rep","2018","2018/04/12","PMC6150488","NIHMS975438","10.1016/j.celrep.2018.03.062"
"31032909","Blood-brain barrier dysfunction in canine epileptic seizures detected by dynamic contrast-enhanced magnetic resonance imaging","Hanael E, Veksler R, Friedman A, Bar-Klein G, Senatorov VV Jr, Kaufer D, Konstantin L, Elkin M, Chai O, Peery D, Shamir MH.","Epilepsia. 2019 May;60(5):1005-1016. doi: 10.1111/epi.14739.","Hanael E","Epilepsia","2019","2019/04/30","","","10.1111/epi.14739"
"29175958","Amphetamine Reverses Escalated Cocaine Intake via Restoration of Dopamine Transporter Conformation","Siciliano CA, Saha K, Calipari ES, Fordahl SC, Chen R, Khoshbouei H, Jones SR.","J Neurosci. 2018 Jan 10;38(2):484-497. doi: 10.1523/JNEUROSCI.2604-17.2017. Epub 2017 Nov 24.","Siciliano CA","J Neurosci","2018","2017/11/28","PMC5761621","","10.1523/JNEUROSCI.2604-17.2017"
"31275947","Elevated Sensitivity to Tactile Stimuli in Stereotypic Horses","Briefer Freymond S, Bardou D, Beuret S, Bachmann I, Zuberbühler K, Briefer EF.","Front Vet Sci. 2019 May 31;6:162. doi: 10.3389/fvets.2019.00162. eCollection 2019.","Briefer Freymond S","Front Vet Sci","2019","2019/07/06","PMC6593280","","10.3389/fvets.2019.00162"
"32741526","Alteration of orexin-A and PKCα in the postmortem brain of pure-opioid and multi-drug abusers","Sadat-Shirazi MS, Soltani H, Nikpour N, Haghshenas M, Khalifeh S, Mokri A, Zarrindast MR.","Neuropeptides. 2020 Oct;83:102074. doi: 10.1016/j.npep.2020.102074. Epub 2020 Jul 29.","Sadat-Shirazi MS","Neuropeptides","2020","2020/08/04","","","10.1016/j.npep.2020.102074"
"31981675","GABA-cannabinoid interplays in the dorsal hippocampus and basolateral amygdala mediate morphine-induced amnesia","Sharifi KA, Rezayof A, Alijanpour S, Zarrindast MR.","Brain Res Bull. 2020 Apr;157:61-68. doi: 10.1016/j.brainresbull.2020.01.012. Epub 2020 Jan 22.","Sharifi KA","Brain Res Bull","2020","2020/01/26","","","10.1016/j.brainresbull.2020.01.012"
"32112487","Broader phenotypic traits and widespread brain hypometabolism in spinocerebellar ataxia 27","Paucar M, Lundin J, Alshammari T, Bergendal Å, Lindefeldt M, Alshammari M, Solders G, Di Re J, Savitcheva I, Granberg T, Laezza F, Iwarsson E, Svenningsson P.","J Intern Med. 2020 Jul;288(1):103-115. doi: 10.1111/joim.13052. Epub 2020 Mar 19.","Paucar M","J Intern Med","2020","2020/03/01","","","10.1111/joim.13052"
"33046554","Dopamine-Dependent QR2 Pathway Activation in CA1 Interneurons Enhances Novel Memory Formation","Gould NL, Sharma V, Hleihil M, Kolatt Chandran S, David O, Edry E, Rosenblum K.","J Neurosci. 2020 Nov 4;40(45):8698-8714. doi: 10.1523/JNEUROSCI.1243-20.2020. Epub 2020 Oct 12.","Gould NL","J Neurosci","2020","2020/10/13","PMC7643296","","10.1523/JNEUROSCI.1243-20.2020"
"31684130","The Blood-Brain Barrier and Its Intercellular Junctions in Age-Related Brain Disorders","Costea L, Mészáros Á, Bauer H, Bauer HC, Traweger A, Wilhelm I, Farkas AE, Krizbai IA.","Int J Mol Sci. 2019 Nov 3;20(21):5472. doi: 10.3390/ijms20215472.","Costea L","Int J Mol Sci","2019","2019/11/06","PMC6862160","","10.3390/ijms20215472"
"29885422","Plasminogen activator system homeostasis and its dysregulation by ethanol in astrocyte cultures and the developing brain","Wilhelm CJ, Hashimoto JG, Roberts ML, Zhang X, Goeke CM, Bloom SH, Guizzetti M.","Neuropharmacology. 2018 Aug;138:193-209. doi: 10.1016/j.neuropharm.2018.06.004. Epub 2018 Jun 6.","Wilhelm CJ","Neuropharmacology","2018","2018/06/10","PMC6310223","NIHMS1514350","10.1016/j.neuropharm.2018.06.004"
"28087224","5-HT(6) receptor blockade regulates primary cilia morphology in striatal neurons","Brodsky M, Lesiak AJ, Croicu A, Cohenca N, Sullivan JM, Neumaier JF.","Brain Res. 2017 Apr 1;1660:10-19. doi: 10.1016/j.brainres.2017.01.010. Epub 2017 Jan 10.","Brodsky M","Brain Res","2017","2017/01/15","PMC5392252","NIHMS851079","10.1016/j.brainres.2017.01.010"
"28255459","The Rapid Effect of Bisphenol-A on Long-Term Potentiation in Hippocampus Involves Estrogen Receptors and ERK Activation","Chen X, Wang Y, Xu F, Wei X, Zhang J, Wang C, Wei H, Xu S, Yan P, Zhou W, Mody I, Xu X, Wang Q.","Neural Plast. 2017;2017:5196958. doi: 10.1155/2017/5196958. Epub 2017 Jan 31.","Chen X","Neural Plast","2017","2017/03/04","PMC5307006","","10.1155/2017/5196958"
"28931805","Identifying therapeutic targets by combining transcriptional data with ordinal clinical measurements","Pirhaji L, Milani P, Dalin S, Wassie BT, Dunn DE, Fenster RJ, Avila-Pacheco J, Greengard P, Clish CB, Heiman M, Lo DC, Fraenkel E.","Nat Commun. 2017 Sep 20;8(1):623. doi: 10.1038/s41467-017-00353-6.","Pirhaji L","Nat Commun","2017","2017/09/22","PMC5606996","","10.1038/s41467-017-00353-6"
"30225087","Using a robotic fish to investigate individual differences in social responsiveness in the guppy","Bierbach D, Landgraf T, Romanczuk P, Lukas J, Nguyen H, Wolf M, Krause J.","R Soc Open Sci. 2018 Aug 8;5(8):181026. doi: 10.1098/rsos.181026. eCollection 2018 Aug.","Bierbach D","R Soc Open Sci","2018","2018/09/19","PMC6124066","","10.1098/rsos.181026"
"32592717","An active avoidance behavioral paradigm for use in a mild closed head model of traumatic brain injury in mice","Macheda T, Snider HC, Watson JB, Roberts KN, Bachstetter AD.","J Neurosci Methods. 2020 Sep 1;343:108831. doi: 10.1016/j.jneumeth.2020.108831. Epub 2020 Jun 24.","Macheda T","J Neurosci Methods","2020","2020/06/28","PMC7418983","NIHMS1609154","10.1016/j.jneumeth.2020.108831"
"29327084","BACE1 inhibition more effectively suppresses initiation than progression of β-amyloid pathology","Peters F, Salihoglu H, Rodrigues E, Herzog E, Blume T, Filser S, Dorostkar M, Shimshek DR, Brose N, Neumann U, Herms J.","Acta Neuropathol. 2018 May;135(5):695-710. doi: 10.1007/s00401-017-1804-9. Epub 2018 Jan 11.","Peters F","Acta Neuropathol","2018","2018/01/13","PMC5904228","","10.1007/s00401-017-1804-9"
"30031883","The α5-GABA(A)R inverse agonist MRK-016 upregulates hippocampal BDNF expression and prevents cognitive deficits in LPS-treated mice, despite elevations in hippocampal Aβ","Eimerbrink MJ, Pendry RJ, Hodges SL, Wiles JD, Peterman JL, White JD, Hayes HB, Chumley MJ, Boehm GW.","Behav Brain Res. 2019 Feb 1;359:871-877. doi: 10.1016/j.bbr.2018.07.013. Epub 2018 Jul 19.","Eimerbrink MJ","Behav Brain Res","2019","2018/07/23","","","10.1016/j.bbr.2018.07.013"
"29962931","Big Data Analysis of Genes Associated With Neuropsychiatric Disorders in an Alzheimer's Disease Animal Model","Ham S, Kim TK, Hong H, Kim YS, Tang YP, Im HI.","Front Neurosci. 2018 Jun 15;12:407. doi: 10.3389/fnins.2018.00407. eCollection 2018.","Ham S","Front Neurosci","2018","2018/07/03","PMC6013555","","10.3389/fnins.2018.00407"
"32692987","The closed-head impact model of engineered rotational acceleration (CHIMERA) as an application for traumatic brain injury pre-clinical research: A status report","McNamara EH, Grillakis AA, Tucker LB, McCabe JT.","Exp Neurol. 2020 Nov;333:113409. doi: 10.1016/j.expneurol.2020.113409. Epub 2020 Jul 18.","McNamara EH","Exp Neurol","2020","2020/07/22","","","10.1016/j.expneurol.2020.113409"
"27565053","Ethanol exposure during development reduces GABAergic/glycinergic neuron numbers and lobule volumes in the mouse cerebellar vermis","Nirgudkar P, Taylor DH, Yanagawa Y, Valenzuela CF.","Neurosci Lett. 2016 Oct 6;632:86-91. doi: 10.1016/j.neulet.2016.08.039. Epub 2016 Aug 24.","Nirgudkar P","Neurosci Lett","2016","2016/08/28","PMC5042872","NIHMS814003","10.1016/j.neulet.2016.08.039"
"26585436","Sp8 expression in putative neural progenitor cells in guinea pig and human cerebrum","Zhang XM, Cai Y, Wang F, Wu J, Mo L, Zhang F, Patrylo PR, Pan A, Ma C, Fu J, Yan XX.","Dev Neurobiol. 2016 Sep;76(9):939-55. doi: 10.1002/dneu.22367. Epub 2015 Nov 30.","Zhang XM","Dev Neurobiol","2016","2015/11/21","","","10.1002/dneu.22367"
"30683681","Chronic Suppression of Glucagon-Like Peptide-1 Receptor (GLP1R) mRNA Translation in the Rat Bed Nucleus of the Stria Terminalis Reduces Anxiety-Like Behavior and Stress-Induced Hypophagia, But Prolongs Stress-Induced Elevation of Plasma Corticosterone","Zheng H, Reiner DJ, Hayes MR, Rinaman L.","J Neurosci. 2019 Apr 3;39(14):2649-2663. doi: 10.1523/JNEUROSCI.2180-18.2019. Epub 2019 Jan 25.","Zheng H","J Neurosci","2019","2019/01/27","PMC6445994","","10.1523/JNEUROSCI.2180-18.2019"
"30022611","The Phosphodiesterase 9 Inhibitor PF-04449613 Promotes Dendritic Spine Formation and Performance Improvement after Motor Learning","Lai B, Li M, Hu W, Li W, Gan WB.","Dev Neurobiol. 2018 Sep;78(9):859-872. doi: 10.1002/dneu.22623. Epub 2018 Jul 18.","Lai B","Dev Neurobiol","2018","2018/07/20","PMC6158093","NIHMS975579","10.1002/dneu.22623"
"30420654","Brain injury induces HIF-1α-dependent transcriptional activation of LRRK2 that exacerbates brain damage","Bae YH, Joo H, Bae J, Hyeon SJ, Her S, Ko E, Choi HG, Ryu H, Hur EM, Bu Y, Lee BD.","Cell Death Dis. 2018 Nov 12;9(11):1125. doi: 10.1038/s41419-018-1180-y.","Bae YH","Cell Death Dis","2018","2018/11/14","PMC6232134","","10.1038/s41419-018-1180-y"
"26691832","Systems genetics identifies a convergent gene network for cognition and neurodevelopmental disease","Johnson MR, Shkura K, Langley SR, Delahaye-Duriez A, Srivastava P, Hill WD, Rackham OJ, Davies G, Harris SE, Moreno-Moral A, Rotival M, Speed D, Petrovski S, Katz A, Hayward C, Porteous DJ, Smith BH, Padmanabhan S, Hocking LJ, Starr JM, Liewald DC, Visconti A, Falchi M, Bottolo L, Rossetti T, Danis B, Mazzuferi M, Foerch P, Grote A, Helmstaedter C, Becker AJ, Kaminski RM, Deary IJ, Petretto E.","Nat Neurosci. 2016 Feb;19(2):223-32. doi: 10.1038/nn.4205. Epub 2015 Dec 21.","Johnson MR","Nat Neurosci","2016","2015/12/23","","","10.1038/nn.4205"
"32103003","Pathogenic POGZ mutation causes impaired cortical development and reversible autism-like phenotypes","Matsumura K, Seiriki K, Okada S, Nagase M, Ayabe S, Yamada I, Furuse T, Shibuya H, Yasuda Y, Yamamori H, Fujimoto M, Nagayasu K, Yamamoto K, Kitagawa K, Miura H, Gotoda-Nishimura N, Igarashi H, Hayashida M, Baba M, Kondo M, Hasebe S, Ueshima K, Kasai A, Ago Y, Hayata-Takano A, Shintani N, Iguchi T, Sato M, Yamaguchi S, Tamura M, Wakana S, Yoshiki A, Watabe AM, Okano H, Takuma K, Hashimoto R, Hashimoto H, Nakazawa T.","Nat Commun. 2020 Feb 26;11(1):859. doi: 10.1038/s41467-020-14697-z.","Matsumura K","Nat Commun","2020","2020/02/28","PMC7044294","","10.1038/s41467-020-14697-z"
"29910745","Psychedelic Fauna for Psychonaut Hunters: A Mini-Review","Orsolini L, Ciccarese M, Papanti D, De Berardis D, Guirguis A, Corkery JM, Schifano F.","Front Psychiatry. 2018 May 22;9:153. doi: 10.3389/fpsyt.2018.00153. eCollection 2018.","Orsolini L","Front Psychiatry","2018","2018/06/19","PMC5992390","","10.3389/fpsyt.2018.00153"
"28098233","MicroRNA-34 directly targets pair-rule genes and cytoskeleton component in the honey bee","Freitas FC, Pires CV, Claudianos C, Cristino AS, Simões ZL.","Sci Rep. 2017 Jan 18;7:40884. doi: 10.1038/srep40884.","Freitas FC","Sci Rep","2017","2017/01/19","PMC5241629","","10.1038/srep40884"
"27794455","The chitinases expression is related to Simian Immunodeficiency Virus Encephalitis (SIVE) and in HIV encephalitis (HIVE)","Sanfilippo C, Nunnari G, Calcagno A, Malaguarnera L, Blennow K, Zetterberg H, Di Rosa M.","Virus Res. 2017 Jan 2;227:220-230. doi: 10.1016/j.virusres.2016.10.012. Epub 2016 Oct 26.","Sanfilippo C","Virus Res","2017","2016/11/07","","","10.1016/j.virusres.2016.10.012"
"26775713","Locus Coeruleus Dysfunction in Transgenic Rats with Low Brain Angiotensinogen","Ogier M, Bricca G, Bader M, Bezin L.","CNS Neurosci Ther. 2016 Mar;22(3):230-7. doi: 10.1111/cns.12488. Epub 2016 Jan 18.","Ogier M","CNS Neurosci Ther","2016","2016/01/19","PMC6492901","","10.1111/cns.12488"
"31590587","Neurovascular Interactions in the Nervous System","Segarra M, Aburto MR, Hefendehl J, Acker-Palmer A.","Annu Rev Cell Dev Biol. 2019 Oct 6;35:615-635. doi: 10.1146/annurev-cellbio-100818-125142.","Segarra M","Annu Rev Cell Dev Biol","2019","2019/10/09","","","10.1146/annurev-cellbio-100818-125142"
"29642926","Zidovudine ameliorates pathology in the mouse model of Duchenne muscular dystrophy via P2RX7 purinoceptor antagonism","Al-Khalidi R, Panicucci C, Cox P, Chira N, Róg J, Young CNJ, McGeehan RE, Ambati K, Ambati J, Zabłocki K, Gazzerro E, Arkle S, Bruno C, Górecki DC.","Acta Neuropathol Commun. 2018 Apr 11;6(1):27. doi: 10.1186/s40478-018-0530-4.","Al-Khalidi R","Acta Neuropathol Commun","2018","2018/04/13","PMC5896059","","10.1186/s40478-018-0530-4"
"31132444","Circadian entrainment by food and drugs of abuse","Gillman AG, Rebec GV, Pecoraro NC, Kosobud AEK.","Behav Processes. 2019 Aug;165:23-28. doi: 10.1016/j.beproc.2019.05.017. Epub 2019 May 24.","Gillman AG","Behav Processes","2019","2019/05/28","PMC6703158","NIHMS1531881","10.1016/j.beproc.2019.05.017"
"31303489","Restless REM Sleep Impedes Overnight Amygdala Adaptation","Wassing R, Lakbila-Kamal O, Ramautar JR, Stoffers D, Schalkwijk F, Van Someren EJW.","Curr Biol. 2019 Jul 22;29(14):2351-2358.e4. doi: 10.1016/j.cub.2019.06.034. Epub 2019 Jul 11.","Wassing R","Curr Biol","2019","2019/07/16","","","10.1016/j.cub.2019.06.034"
"32242229","Long-term clinically relevant rodent model of methotrexate-induced cognitive impairment","Berlin C, Lange K, Lekaye HC, Hopland K, Phillips S, Piao J, Tabar V.","Neuro Oncol. 2020 Aug 17;22(8):1126-1137. doi: 10.1093/neuonc/noaa086.","Berlin C","Neuro Oncol","2020","2020/04/04","PMC7594568","","10.1093/neuonc/noaa086"
"30846891","Collective behavior and colony persistence of social spiders depends on their physical environment","Kamath A, Primavera SD, Wright CM, Doering GN, Sheehy KA, Pinter-Wollman N, Pruitt JN.","Behav Ecol. 2019 Jan-Feb;30(1):39-47. doi: 10.1093/beheco/ary158. Epub 2018 Dec 8.","Kamath A","Behav Ecol","2019","2019/03/09","PMC6398429","","10.1093/beheco/ary158"
"31597963","Population imaging of neural activity in awake behaving mice","Piatkevich KD, Bensussen S, Tseng HA, Shroff SN, Lopez-Huerta VG, Park D, Jung EE, Shemesh OA, Straub C, Gritton HJ, Romano MF, Costa E, Sabatini BL, Fu Z, Boyden ES, Han X.","Nature. 2019 Oct;574(7778):413-417. doi: 10.1038/s41586-019-1641-1. Epub 2019 Oct 9.","Piatkevich KD","Nature","2019","2019/10/11","PMC6858559","NIHMS1538640","10.1038/s41586-019-1641-1"
"26481319","Psychiatric genetics in China: achievements and challenges","Liu C, Saffen D, Schulze TG, Burmeister M, Sham PC, Yao YG, Kuo PH, Chen C, An Y, Dai J, Yue W, Li MX, Xue H, Su B, Chen L, Shi Y, Qiao M, Liu T, Xia K, Chan RCK.","Mol Psychiatry. 2016 Jan;21(1):4-9. doi: 10.1038/mp.2015.95. Epub 2015 Oct 20.","Liu C","Mol Psychiatry","2016","2015/10/21","PMC4830695","NIHMS775430","10.1038/mp.2015.95"
"28137582","Wound healing potential of adipose tissue stem cell extract","Na YK, Ban JJ, Lee M, Im W, Kim M.","Biochem Biophys Res Commun. 2017 Mar 25;485(1):30-34. doi: 10.1016/j.bbrc.2017.01.103. Epub 2017 Jan 27.","Na YK","Biochem Biophys Res Commun","2017","2017/02/01","","","10.1016/j.bbrc.2017.01.103"
"27619060","Fluoxetine prevents the memory deficits and reduction in hippocampal cell proliferation caused by valproic acid","Welbat JU, Sangrich P, Sirichoat A, Chaisawang P, Chaijaroonkhanarak W, Prachaney P, Pannangrong W, Wigmore P.","J Chem Neuroanat. 2016 Dec;78:112-118. doi: 10.1016/j.jchemneu.2016.09.003. Epub 2016 Sep 13.","Welbat JU","J Chem Neuroanat","2016","2016/09/14","","","10.1016/j.jchemneu.2016.09.003"
"29360998","Concussion, microvascular injury, and early tauopathy in young athletes after impact head injury and an impact concussion mouse model","Tagge CA, Fisher AM, Minaeva OV, Gaudreau-Balderrama A, Moncaster JA, Zhang XL, Wojnarowicz MW, Casey N, Lu H, Kokiko-Cochran ON, Saman S, Ericsson M, Onos KD, Veksler R, Senatorov VV Jr, Kondo A, Zhou XZ, Miry O, Vose LR, Gopaul KR, Upreti C, Nowinski CJ, Cantu RC, Alvarez VE, Hildebrandt AM, Franz ES, Konrad J, Hamilton JA, Hua N, Tripodis Y, Anderson AT, Howell GR, Kaufer D, Hall GF, Lu KP, Ransohoff RM, Cleveland RO, Kowall NW, Stein TD, Lamb BT, Huber BR, Moss WC, Friedman A, Stanton PK, McKee AC, Goldstein LE.","Brain. 2018 Feb 1;141(2):422-458. doi: 10.1093/brain/awx350.","Tagge CA","Brain","2018","2018/01/24","PMC5837414","","10.1093/brain/awx350"
"31254035","[(18)F]GTP1 (Genentech Tau Probe 1), a radioligand for detecting neurofibrillary tangle tau pathology in Alzheimer's disease","Sanabria Bohórquez S, Marik J, Ogasawara A, Tinianow JN, Gill HS, Barret O, Tamagnan G, Alagille D, Ayalon G, Manser P, Bengtsson T, Ward M, Williams SP, Kerchner GA, Seibyl JP, Marek K, Weimer RM.","Eur J Nucl Med Mol Imaging. 2019 Sep;46(10):2077-2089. doi: 10.1007/s00259-019-04399-0. Epub 2019 Jun 28.","Sanabria Bohórquez S","Eur J Nucl Med Mol Imaging","2019","2019/06/30","","","10.1007/s00259-019-04399-0"
"31133826","DeepBehavior: A Deep Learning Toolbox for Automated Analysis of Animal and Human Behavior Imaging Data","Arac A, Zhao P, Dobkin BH, Carmichael ST, Golshani P.","Front Syst Neurosci. 2019 May 7;13:20. doi: 10.3389/fnsys.2019.00020. eCollection 2019.","Arac A","Front Syst Neurosci","2019","2019/05/29","PMC6513883","","10.3389/fnsys.2019.00020"
"31273206","Astrocytic p38α MAPK drives NMDA receptor-dependent long-term depression and modulates long-term memory","Navarrete M, Cuartero MI, Palenzuela R, Draffin JE, Konomi A, Serra I, Colié S, Castaño-Castaño S, Hasan MT, Nebreda ÁR, Esteban JA.","Nat Commun. 2019 Jul 4;10(1):2968. doi: 10.1038/s41467-019-10830-9.","Navarrete M","Nat Commun","2019","2019/07/06","PMC6609681","","10.1038/s41467-019-10830-9"
"31993694","Effects of beta-hydroxybutyrate administration on MK-801-induced schizophrenia-like behaviour in mice","Kraeuter AK, Mashavave T, Suvarna A, van den Buuse M, Sarnyai Z.","Psychopharmacology (Berl). 2020 May;237(5):1397-1405. doi: 10.1007/s00213-020-05467-2. Epub 2020 Jan 28.","Kraeuter AK","Psychopharmacology (Berl)","2020","2020/01/30","","","10.1007/s00213-020-05467-2"
"28614299","Homeostatic circuits selectively gate food cue responses in insular cortex","Livneh Y, Ramesh RN, Burgess CR, Levandowski KM, Madara JC, Fenselau H, Goldey GJ, Diaz VE, Jikomes N, Resch JM, Lowell BB, Andermann ML.","Nature. 2017 Jun 29;546(7660):611-616. doi: 10.1038/nature22375. Epub 2017 Jun 14.","Livneh Y","Nature","2017","2017/06/15","PMC5577930","NIHMS893490","10.1038/nature22375"
