PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31919427","Spatial-Memory Formation After Spaced Learning Involves ERKs1/2 Activation Through a Behavioral-Tagging Process","Tintorelli R, Budriesi P, Villar ME, Marchal P, da Cunha PL, Correa J, Giurfa M, Viola H.","Sci Rep. 2020 Jan 9;10(1):98. doi: 10.1038/s41598-019-57007-4.","Tintorelli R","Sci Rep","2020","2020/01/11","PMC6952433","","10.1038/s41598-019-57007-4"
"31553175","Lactoferrin Coupled Lower Generation PAMAM Dendrimers for Brain Targeted Delivery of Memantine in Aluminum-Chloride-Induced Alzheimer's Disease in Mice","Gothwal A, Kumar H, Nakhate KT, Ajazuddin, Dutta A, Borah A, Gupta U.","Bioconjug Chem. 2019 Oct 16;30(10):2573-2583. doi: 10.1021/acs.bioconjchem.9b00505. Epub 2019 Sep 25.","Gothwal A","Bioconjug Chem","2019","2019/09/26","","","10.1021/acs.bioconjchem.9b00505"
"31408929","Protective Effects of Hydrolyzed Chicken Extract (Probeptigen®/Cmi-168) on Memory Retention and Brain Oxidative Stress in Senescence-Accelerated Mice","Chou MY, Chen YJ, Lin LH, Nakao Y, Lim AL, Wang MF, Yong SM.","Nutrients. 2019 Aug 12;11(8):1870. doi: 10.3390/nu11081870.","Chou MY","Nutrients","2019","2019/08/15","PMC6722682","","10.3390/nu11081870"
"31350734","Neuroprotective effect of miR-410-3p against sevoflurane anesthesia-induced cognitive dysfunction in rats through PI3K/Akt signaling pathway via targeting C-X-C motif chemokine receptor 5","Su R, Sun P, Zhang D, Xiao W, Feng C, Zhong L.","Genes Genomics. 2019 Oct;41(10):1223-1231. doi: 10.1007/s13258-019-00851-5. Epub 2019 Jul 26.","Su R","Genes Genomics","2019","2019/07/28","","","10.1007/s13258-019-00851-5"
"31340646","Neurodevelopmental and Metabolomic Responses from Prenatal Coexposure to Perfluorooctanesulfonate (PFOS) and Methylmercury (MeHg) in Sprague-Dawley Rats","Reardon AJF, Karathra J, Ribbenstedt A, Benskin JP, MacDonald AM, Kinniburgh DW, Hamilton TJ, Fouad K, Martin JW.","Chem Res Toxicol. 2019 Aug 19;32(8):1656-1669. doi: 10.1021/acs.chemrestox.9b00192. Epub 2019 Aug 8.","Reardon AJF","Chem Res Toxicol","2019","2019/07/26","","","10.1021/acs.chemrestox.9b00192"
"31256760","Age and cognitive status dependent differences in blood steroid and thyroid hormone concentrations in intact male rats","Maliković J, Feyissa DD, Kalaba P, Marouf BS, Höger H, Hartmann MF, Wudy SA, Schuler G, Lubec G, Aradska J, Korz V.","Behav Brain Funct. 2019 Jun 30;15(1):10. doi: 10.1186/s12993-019-0161-3.","Maliković J","Behav Brain Funct","2019","2019/07/02","PMC6600892","","10.1186/s12993-019-0161-3"
"31137621","Chenodeoxycholic Acid Ameliorates AlCl(3)-Induced Alzheimer's Disease Neurotoxicity and Cognitive Deterioration via Enhanced Insulin Signaling in Rats","Bazzari FH, Abdallah DM, El-Abhar HS.","Molecules. 2019 May 24;24(10):1992. doi: 10.3390/molecules24101992.","Bazzari FH","Molecules","2019","2019/05/30","PMC6571973","","10.3390/molecules24101992"
"31086673","Preclinical characterization of AMPA receptor potentiator TAK-137 as a therapeutic drug for schizophrenia","Tanaka M, Kunugi A, Suzuki A, Suzuki N, Suzuki M, Kimura H.","Pharmacol Res Perspect. 2019 May 9;7(3):e00479. doi: 10.1002/prp2.479. eCollection 2019 Jun.","Tanaka M","Pharmacol Res Perspect","2019","2019/05/16","PMC6507438","","10.1002/prp2.479"
"30933718","The in vivo timeline of differentiation of engrafted human neural progenitor cells","Vogel S, Schäfer C, Hess S, Folz-Donahue K, Nelles M, Minassian A, Schwarz MK, Kukat C, Ehrlich M, Zaehres H, Kloppenburg P, Hoehn M, Aswendt M.","Stem Cell Res. 2019 May;37:101429. doi: 10.1016/j.scr.2019.101429. Epub 2019 Mar 25.","Vogel S","Stem Cell Res","2019","2019/04/02","","","10.1016/j.scr.2019.101429"
"30829033","Chronic, Intermittent Microdoses of the Psychedelic N,N-Dimethyltryptamine (DMT) Produce Positive Effects on Mood and Anxiety in Rodents","Cameron LP, Benson CJ, DeFelice BC, Fiehn O, Olson DE.","ACS Chem Neurosci. 2019 Jul 17;10(7):3261-3270. doi: 10.1021/acschemneuro.8b00692. Epub 2019 Mar 4.","Cameron LP","ACS Chem Neurosci","2019","2019/03/05","PMC6639775","","10.1021/acschemneuro.8b00692"
"30816671","Pterostilbene Improves Cognitive Performance in Aged Rats: An in Vivo Study","La Spina M, Sansevero G, Biasutto L, Zoratti M, Peruzzo R, Berardi N, Sale A, Azzolini M.","Cell Physiol Biochem. 2019;52(2):232-239. doi: 10.33594/000000017. Epub 2019 Feb 28.","La Spina M","Cell Physiol Biochem","2019","2019/03/01","","","10.33594/000000017"
"30622454","Anxiolytic- and Antidepressant-Like Effects of Fish Oil-Enriched Diet in Brain-Derived Neurotrophic Factor Deficient Mice","Zemdegs J, Rainer Q, Grossmann CP, Rousseau-Ralliard D, Grynberg A, Ribeiro E, Guiard BP.","Front Neurosci. 2018 Dec 21;12:974. doi: 10.3389/fnins.2018.00974. eCollection 2018.","Zemdegs J","Front Neurosci","2018","2019/01/10","PMC6308198","","10.3389/fnins.2018.00974"
"30563719","Chronic dietary changes in n-6/n-3 polyunsaturated fatty acid ratios cause developmental delay and reduce social interest in mice","van Elst K, Brouwers JF, Merkens JE, Broekhoven MH, Birtoli B, Helms JB, Kas MJH.","Eur Neuropsychopharmacol. 2019 Jan;29(1):16-31. doi: 10.1016/j.euroneuro.2018.11.1106. Epub 2018 Dec 15.","van Elst K","Eur Neuropsychopharmacol","2019","2018/12/20","","","10.1016/j.euroneuro.2018.11.1106"
"30227888","Vulnerability and resilience to Alzheimer's disease: early life conditions modulate neuropathology and determine cognitive reserve","Lesuis SL, Hoeijmakers L, Korosi A, de Rooij SR, Swaab DF, Kessels HW, Lucassen PJ, Krugers HJ.","Alzheimers Res Ther. 2018 Sep 19;10(1):95. doi: 10.1186/s13195-018-0422-7.","Lesuis SL","Alzheimers Res Ther","2018","2018/09/20","PMC6145191","","10.1186/s13195-018-0422-7"
"30218584","The neuronal migration hypothesis of dyslexia: A critical evaluation 30 years on","Guidi LG, Velayos-Baeza A, Martinez-Garay I, Monaco AP, Paracchini S, Bishop DVM, Molnár Z.","Eur J Neurosci. 2018 Nov;48(10):3212-3233. doi: 10.1111/ejn.14149. Epub 2018 Oct 6.","Guidi LG","Eur J Neurosci","2018","2018/09/16","PMC6282621","","10.1111/ejn.14149"
"29614250","Paternal physical exercise demethylates the hippocampal DNA of male pups without modifying the cognitive and physical development","Mega F, de Meireles ALF, Piazza FV, Spindler C, Segabinazi E, Dos Santos Salvalaggio G, Achaval M, Marcuzzo S.","Behav Brain Res. 2018 Aug 1;348:1-8. doi: 10.1016/j.bbr.2018.03.040. Epub 2018 Mar 31.","Mega F","Behav Brain Res","2018","2018/04/04","","","10.1016/j.bbr.2018.03.040"
"29577934","Selective Spatiotemporal Vulnerability of Central Nervous System Neurons to Pathologic TAR DNA-Binding Protein 43 in Aged Transgenic Mice","van Hummel A, Chan G, van der Hoven J, Morsch M, Ippati S, Suh L, Bi M, Asih PR, Lee WS, Butler TA, Przybyla M, Halliday GM, Piguet O, Kiernan MC, Chung RS, Ittner LM, Ke YD.","Am J Pathol. 2018 Jun;188(6):1447-1456. doi: 10.1016/j.ajpath.2018.03.002. Epub 2018 Mar 22.","van Hummel A","Am J Pathol","2018","2018/03/27","","","10.1016/j.ajpath.2018.03.002"
"29514054","The long-lived Octodon degus as a rodent drug discovery model for Alzheimer's and other age-related diseases","Hurley MJ, Deacon RMJ, Beyer K, Ioannou E, Ibáñez A, Teeling JL, Cogram P.","Pharmacol Ther. 2018 Aug;188:36-44. doi: 10.1016/j.pharmthera.2018.03.001. Epub 2018 Mar 4.","Hurley MJ","Pharmacol Ther","2018","2018/03/08","","","10.1016/j.pharmthera.2018.03.001"
"29337893","Soybean-Derived Phytoalexins Improve Cognitive Function through Activation of Nrf2/HO-1 Signaling Pathway","Seo JY, Kim BR, Oh J, Kim JS.","Int J Mol Sci. 2018 Jan 16;19(1):268. doi: 10.3390/ijms19010268.","Seo JY","Int J Mol Sci","2018","2018/01/17","PMC5796214","","10.3390/ijms19010268"
"29327228","Postoperative intermittent fasting prevents hippocampal oxidative stress and memory deficits in a rat model of chronic cerebral hypoperfusion","Hu Y, Zhang M, Chen Y, Yang Y, Zhang JJ.","Eur J Nutr. 2019 Feb;58(1):423-432. doi: 10.1007/s00394-018-1606-4. Epub 2018 Jan 11.","Hu Y","Eur J Nutr","2019","2018/01/13","","","10.1007/s00394-018-1606-4"
"29183826","Developmental Ethanol-Induced Sleep Fragmentation, Behavioral Hyperactivity, Cognitive Impairment and Parvalbumin Cell Loss are Prevented by Lithium Co-treatment","Lewin M, Ilina M, Betz J, Masiello K, Hui M, Wilson DA, Saito M.","Neuroscience. 2018 Jan 15;369:269-277. doi: 10.1016/j.neuroscience.2017.11.033. Epub 2017 Nov 26.","Lewin M","Neuroscience","2018","2017/11/30","PMC5766420","NIHMS922739","10.1016/j.neuroscience.2017.11.033"
"28391970","Novel 5-HT(7)R antagonists, arylsulfonamide derivatives of (aryloxy)propyl piperidines: Add-on effect to the antidepressant activity of SSRI and DRI, and pro-cognitive profile","Canale V, Partyka A, Kurczab R, Krawczyk M, Kos T, Satała G, Kubica B, Jastrzębska-Więsek M, Wesołowska A, Bojarski AJ, Popik P, Zajdel P.","Bioorg Med Chem. 2017 May 15;25(10):2789-2799. doi: 10.1016/j.bmc.2017.03.057. Epub 2017 Mar 29.","Canale V","Bioorg Med Chem","2017","2017/04/11","","","10.1016/j.bmc.2017.03.057"
"27919694","Neuron-specific SUMO knockdown suppresses global gene expression response and worsens functional outcome after transient forebrain ischemia in mice","Zhang L, Liu X, Sheng H, Liu S, Li Y, Zhao JQ, Warner DS, Paschen W, Yang W.","Neuroscience. 2017 Feb 20;343:190-212. doi: 10.1016/j.neuroscience.2016.11.036. Epub 2016 Dec 3.","Zhang L","Neuroscience","2017","2016/12/07","PMC5319602","NIHMS834002","10.1016/j.neuroscience.2016.11.036"
"27619636","Nano-particle delivery of brain derived neurotrophic factor after focal cerebral ischemia reduces tissue injury and enhances behavioral recovery","Harris NM, Ritzel R, Mancini NS, Jiang Y, Yi X, Manickam DS, Banks WA, Kabanov AV, McCullough LD, Verma R.","Pharmacol Biochem Behav. 2016 Nov-Dec;150-151:48-56. doi: 10.1016/j.pbb.2016.09.003. Epub 2016 Sep 13.","Harris NM","Pharmacol Biochem Behav","2016","2016/11/06","PMC5145740","NIHMS819029","10.1016/j.pbb.2016.09.003"
"27636528","The proof-of-concept of ASS234: Peripherally administered ASS234 enters the central nervous system and reduces pathology in a male mouse model of Alzheimer disease","Serrano MP, Herrero-Labrador R, Futch HS, Serrano J, Romero A, Fernandez AP, Samadi A, Unzeta M, Marco-Contelles J, Martínez-Murillo R.","J Psychiatry Neurosci. 2017 Jan;42(1):59-69. doi: 10.1503/jpn.150209.","Serrano MP","J Psychiatry Neurosci","2017","2016/09/17","PMC5373713","","10.1503/jpn.150209"
"27223629","Activity of muscarinic, galanin and cannabinoid receptors in the prodromal and advanced stages in the triple transgenic mice model of Alzheimer's disease","Manuel I, Lombardero L, LaFerla FM, Giménez-Llort L, Rodríguez-Puertas R.","Neuroscience. 2016 Aug 4;329:284-93. doi: 10.1016/j.neuroscience.2016.05.012. Epub 2016 May 17.","Manuel I","Neuroscience","2016","2016/05/26","","","10.1016/j.neuroscience.2016.05.012"
"27036645","Deletion of fibroblast growth factor 22 (FGF22) causes a depression-like phenotype in adult mice","Williams AJ, Yee P, Smith MC, Murphy GG, Umemori H.","Behav Brain Res. 2016 Jul 1;307:11-7. doi: 10.1016/j.bbr.2016.03.047. Epub 2016 Mar 29.","Williams AJ","Behav Brain Res","2016","2016/04/03","PMC4853240","NIHMS774880","10.1016/j.bbr.2016.03.047"
"26446044","Regulation of astrocyte pathology by fluoxetine prevents the deterioration of Alzheimer phenotypes in an APP/PS1 mouse model","Qiao J, Wang J, Wang H, Zhang Y, Zhu S, Adilijiang A, Guo H, Zhang R, Guo W, Luo G, Qiu Y, Xu H, Kong J, Huang Q, Li XM.","Glia. 2016 Feb;64(2):240-54. doi: 10.1002/glia.22926. Epub 2015 Oct 8.","Qiao J","Glia","2016","2015/10/09","","","10.1002/glia.22926"
"33198945","Infant isoflurane exposure affects social behaviours, but does not impair specific cognitive domains in juvenile non-human primates","Neudecker V, Perez-Zoghbi JF, Coleman K, Neuringer M, Robertson N, Bemis A, Glickman B, Schenning KJ, Fair DA, Martin LD, Dissen GA, Brambrink AM.","Br J Anaesth. 2021 Feb;126(2):486-499. doi: 10.1016/j.bja.2020.10.015. Epub 2020 Nov 14.","Neudecker V","Br J Anaesth","2021","2020/11/17","","","10.1016/j.bja.2020.10.015"
"32210174","Fatty Acid Binding Protein 3 Enhances the Spreading and Toxicity of α-Synuclein in Mouse Brain","Yabuki Y, Matsuo K, Kawahata I, Fukui N, Mizobata T, Kawata Y, Owada Y, Shioda N, Fukunaga K.","Int J Mol Sci. 2020 Mar 23;21(6):2230. doi: 10.3390/ijms21062230.","Yabuki Y","Int J Mol Sci","2020","2020/03/27","PMC7139546","","10.3390/ijms21062230"
"31944619","Comparison of different protocols of Morris water maze in cognitive impairment with heart failure","Lu Z, Yang T, Wang L, Qiu Q, Zhao Y, Wu A, Li T, Cheng W, Wang B, Li Y, Yang J, Zhao M.","Brain Behav. 2020 Feb;10(2):e01519. doi: 10.1002/brb3.1519. Epub 2020 Jan 16.","Lu Z","Brain Behav","2020","2020/01/17","PMC7010571","","10.1002/brb3.1519"
"31476331","Serotonin(1A) receptors in the dorsal hippocampus regulate working memory and long-term habituation in the hemiparkinsonian rats","Liu Y, Liu J, Jiao SR, Liu X, Guo Y, Zhang J, Yang J, Xie W, Wang HS, Zhang L.","Behav Brain Res. 2019 Dec 30;376:112207. doi: 10.1016/j.bbr.2019.112207. Epub 2019 Aug 30.","Liu Y","Behav Brain Res","2019","2019/09/03","","","10.1016/j.bbr.2019.112207"
"31201846","The neuroprotection of liraglutide on diabetic cognitive deficits is associated with improved hippocampal synapses and inhibited neuronal apoptosis","Yan W, Pang M, Yu Y, Gou X, Si P, Zhawatibai A, Zhang Y, Zhang M, Guo T, Yi X, Chen L.","Life Sci. 2019 Aug 15;231:116566. doi: 10.1016/j.lfs.2019.116566. Epub 2019 Jun 13.","Yan W","Life Sci","2019","2019/06/16","","","10.1016/j.lfs.2019.116566"
"31104534","Dose dependent effects of oxytocin on cognitive defects and anxiety disorders in adult rats following acute infantile maternal deprivation stress","Dayi A, Kiray M, Sisman A, Ozbal S, Baykara B, Aksu I, Uysal N.","Biotech Histochem. 2019 Oct;94(7):469-480. doi: 10.1080/10520295.2018.1528384. Epub 2019 May 20.","Dayi A","Biotech Histochem","2019","2019/05/21","","","10.1080/10520295.2018.1528384"
"30953771","Chemotherapy accelerates age-related development of tauopathy and results in loss of synaptic integrity and cognitive impairment","Chiang ACA, Huo X, Kavelaars A, Heijnen CJ.","Brain Behav Immun. 2019 Jul;79:319-325. doi: 10.1016/j.bbi.2019.04.005. Epub 2019 Apr 3.","Chiang ACA","Brain Behav Immun","2019","2019/04/07","PMC6591052","NIHMS1526507","10.1016/j.bbi.2019.04.005"
"30917915","Acetyl-L-carnitine as a putative candidate for the treatment of stress-related psychiatric disorders: Novel evidence from a zebrafish model","Marcon M, Mocelin R, de Oliveira DL, da Rosa Araujo AS, Herrmann AP, Piato A.","Neuropharmacology. 2019 May 15;150:145-152. doi: 10.1016/j.neuropharm.2019.03.024. Epub 2019 Mar 24.","Marcon M","Neuropharmacology","2019","2019/03/29","","","10.1016/j.neuropharm.2019.03.024"
"30871113","Omega-3 Fatty Acids Prevent Post-Traumatic Stress Disorder-Induced Memory Impairment","Alquraan L, Alzoubi KH, Hammad H, Rababa'h SY, Mayyas F.","Biomolecules. 2019 Mar 12;9(3):100. doi: 10.3390/biom9030100.","Alquraan L","Biomolecules","2019","2019/03/16","PMC6468674","","10.3390/biom9030100"
"30867066","Postnatal development and maturation of layer 1 in the lateral prefrontal cortex and its disruption in autism","Trutzer IM, García-Cabezas MÁ, Zikopoulos B.","Acta Neuropathol Commun. 2019 Mar 13;7(1):40. doi: 10.1186/s40478-019-0684-8.","Trutzer IM","Acta Neuropathol Commun","2019","2019/03/15","PMC6417186","","10.1186/s40478-019-0684-8"
"30776475","Impaired behavioural flexibility related to white matter microgliosis in the TgAPP21 rat model of Alzheimer disease","Levit A, Regis AM, Gibson A, Hough OH, Maheshwari S, Agca Y, Agca C, Hachinski V, Allman BL, Whitehead SN.","Brain Behav Immun. 2019 Aug;80:25-34. doi: 10.1016/j.bbi.2019.02.013. Epub 2019 Feb 15.","Levit A","Brain Behav Immun","2019","2019/02/19","","","10.1016/j.bbi.2019.02.013"
"30346494","Photobiomodulation Using a Low-Level Light-Emitting Diode Improves Cognitive Dysfunction in the 5XFAD Mouse Model of Alzheimer's Disease","Cho GM, Lee SY, Park JH, Kim MJ, Park KJ, Choi BT, Shin YI, Kim NG, Shin HK.","J Gerontol A Biol Sci Med Sci. 2020 Mar 9;75(4):631-639. doi: 10.1093/gerona/gly240.","Cho GM","J Gerontol A Biol Sci Med Sci","2020","2018/10/23","","","10.1093/gerona/gly240"
"30283027","The intellectual disability gene PQBP1 rescues Alzheimer's disease pathology","Tanaka H, Kondo K, Chen X, Homma H, Tagawa K, Kerever A, Aoki S, Saito T, Saido T, Muramatsu SI, Fujita K, Okazawa H.","Mol Psychiatry. 2018 Oct;23(10):2090-2110. doi: 10.1038/s41380-018-0253-8. Epub 2018 Oct 3.","Tanaka H","Mol Psychiatry","2018","2018/10/05","PMC6250680","","10.1038/s41380-018-0253-8"
"30251162","Effects of the T-type calcium channel antagonist Z944 on paired associates learning and locomotor activity in rats treated with the NMDA receptor antagonist MK-801","Roebuck AJ, Marks WN, Liu MC, Tahir NB, Zabder NK, Snutch TP, Howland JG.","Psychopharmacology (Berl). 2018 Nov;235(11):3339-3350. doi: 10.1007/s00213-018-5040-3. Epub 2018 Sep 24.","Roebuck AJ","Psychopharmacology (Berl)","2018","2018/09/26","","","10.1007/s00213-018-5040-3"
"29568075","Inhibition of endothelial nitric oxide synthase reverses the effect of exercise on improving cognitive function in hypertensive rats","Zhang L, Zheng H, Luo J, Li L, Pan X, Jiang T, Xiao C, Pei Z, Hu X.","Hypertens Res. 2018 Jun;41(6):414-425. doi: 10.1038/s41440-018-0033-5. Epub 2018 Mar 22.","Zhang L","Hypertens Res","2018","2018/03/24","","","10.1038/s41440-018-0033-5"
"29369791","Aging exacerbates cognitive and anxiety alterations induced by an intracerebroventricular injection of amyloid-β(1-42) peptide in mice","Souza LC, Jesse CR, Del Fabbro L, de Gomes MG, Gomes NS, Filho CB, Goes ATR, Wilhelm EA, Luchese C, Roman SS, Boeira SP.","Mol Cell Neurosci. 2018 Apr;88:93-106. doi: 10.1016/j.mcn.2018.01.005. Epub 2018 Feb 3.","Souza LC","Mol Cell Neurosci","2018","2018/01/26","","","10.1016/j.mcn.2018.01.005"
"29136391","Effects of (1)H + (16)O Charged Particle Irradiation on Short-Term Memory and Hippocampal Physiology in a Murine Model","Kiffer F, Carr H, Groves T, Anderson JE, Alexander T, Wang J, Seawright JW, Sridharan V, Carter G, Boerma M, Allen AR.","Radiat Res. 2018 Jan;189(1):53-63. doi: 10.1667/RR14843.1. Epub 2017 Nov 14.","Kiffer F","Radiat Res","2018","2017/11/15","PMC7077734","NIHMS1566123","10.1667/RR14843.1"
"28667669","Optogenetic stimulation of dentate gyrus engrams restores memory in Alzheimer's disease mice","Perusini JN, Cajigas SA, Cohensedgh O, Lim SC, Pavlova IP, Donaldson ZR, Denny CA.","Hippocampus. 2017 Oct;27(10):1110-1122. doi: 10.1002/hipo.22756. Epub 2017 Jul 20.","Perusini JN","Hippocampus","2017","2017/07/02","PMC5610644","NIHMS896164","10.1002/hipo.22756"
"28488252","Multiscale modeling in the clinic: diseases of the brain and nervous system","Lytton WW, Arle J, Bobashev G, Ji S, Klassen TL, Marmarelis VZ, Schwaber J, Sherif MA, Sanger TD.","Brain Inform. 2017 Dec;4(4):219-230. doi: 10.1007/s40708-017-0067-5. Epub 2017 May 9.","Lytton WW","Brain Inform","2017","2017/05/11","PMC5709279","","10.1007/s40708-017-0067-5"
"28461466","Oxytocin under opioid antagonism leads to supralinear enhancement of social attention","Dal Monte O, Piva M, Anderson KM, Tringides M, Holmes AJ, Chang SWC.","Proc Natl Acad Sci U S A. 2017 May 16;114(20):5247-5252. doi: 10.1073/pnas.1702725114. Epub 2017 May 1.","Dal Monte O","Proc Natl Acad Sci U S A","2017","2017/05/03","PMC5441805","","10.1073/pnas.1702725114"
"28077334","The neuroprotective compound P7C3-A20 promotes neurogenesis and improves cognitive function after ischemic stroke","Loris ZB, Pieper AA, Dietrich WD.","Exp Neurol. 2017 Apr;290:63-73. doi: 10.1016/j.expneurol.2017.01.006. Epub 2017 Jan 8.","Loris ZB","Exp Neurol","2017","2017/01/13","","","10.1016/j.expneurol.2017.01.006"
"27516055","Elimination of microglia improves cognitive function following cranial irradiation","Acharya MM, Green KN, Allen BD, Najafi AR, Syage A, Minasyan H, Le MT, Kawashita T, Giedzinski E, Parihar VK, West BL, Baulch JE, Limoli CL.","Sci Rep. 2016 Aug 12;6:31545. doi: 10.1038/srep31545.","Acharya MM","Sci Rep","2016","2016/08/13","PMC4981848","","10.1038/srep31545"
"27273432","Human glia can both induce and rescue aspects of disease phenotype in Huntington disease","Benraiss A, Wang S, Herrlinger S, Li X, Chandler-Militello D, Mauceri J, Burm HB, Toner M, Osipovitch M, Jim Xu Q, Ding F, Wang F, Kang N, Kang J, Curtin PC, Brunner D, Windrem MS, Munoz-Sanjuan I, Nedergaard M, Goldman SA.","Nat Commun. 2016 Jun 7;7:11758. doi: 10.1038/ncomms11758.","Benraiss A","Nat Commun","2016","2016/06/09","PMC4899632","","10.1038/ncomms11758"
"27206427","Nucleus incertus promotes cortical desynchronization and behavioral arousal","Ma S, Allocca G, Ong-Pålsson EK, Singleton CE, Hawkes D, McDougall SJ, Williams SJ, Bathgate RA, Gundlach AL.","Brain Struct Funct. 2017 Jan;222(1):515-537. doi: 10.1007/s00429-016-1230-0. Epub 2016 May 20.","Ma S","Brain Struct Funct","2017","2016/05/22","","","10.1007/s00429-016-1230-0"
"27085203","Memantine improves memory impairment and depressive-like behavior induced by amphetamine withdrawal in rats","Marszalek-Grabska M, Gibula-Bruzda E, Jenda M, Gawel K, Kotlinska JH.","Brain Res. 2016 Jul 1;1642:389-396. doi: 10.1016/j.brainres.2016.04.026. Epub 2016 Apr 13.","Marszalek-Grabska M","Brain Res","2016","2016/04/18","","","10.1016/j.brainres.2016.04.026"
"26927040","Antidepressant Potential of Chlorogenic Acid-Enriched Extract from Eucommia ulmoides Oliver Bark with Neuron Protection and Promotion of Serotonin Release through Enhancing Synapsin I Expression","Wu J, Chen H, Li H, Tang Y, Yang L, Cao S, Qin D.","Molecules. 2016 Feb 25;21(3):260. doi: 10.3390/molecules21030260.","Wu J","Molecules","2016","2016/03/02","PMC6274286","","10.3390/molecules21030260"
"26897171","Injection of Aβ1-40 into hippocampus induced cognitive lesion associated with neuronal apoptosis and multiple gene expressions in the tree shrew","Lin N, Xiong LL, Zhang RP, Zheng H, Wang L, Qian ZY, Zhang P, Chen ZW, Gao FB, Wang TH.","Apoptosis. 2016 May;21(5):621-40. doi: 10.1007/s10495-016-1227-4.","Lin N","Apoptosis","2016","2016/02/22","","","10.1007/s10495-016-1227-4"
"26138818","Influence of age-related learning and memory capacity of mice: different effects of a high and low caloric diet","Dong W, Wang R, Ma LN, Xu BL, Zhang JS, Zhao ZW, Wang YL, Zhang X.","Aging Clin Exp Res. 2016 Apr;28(2):303-11. doi: 10.1007/s40520-015-0398-0. Epub 2015 Jul 3.","Dong W","Aging Clin Exp Res","2016","2015/07/04","","","10.1007/s40520-015-0398-0"
"33061323","Supplement of Lipid Emulsion to Epinephrine Improves Resuscitation Outcomes of Asphyxia-Induced Cardiac Arrest in Aged Rats","Huang L, Ren Q, Yu S, Shao Y, Chen Y, Huang X.","Clin Interv Aging. 2020 Sep 22;15:1701-1716. doi: 10.2147/CIA.S268768. eCollection 2020.","Huang L","Clin Interv Aging","2020","2020/10/16","PMC7519862","","10.2147/CIA.S268768"
"32439454","Prenatal nicotine exposure in mice induces sex-dependent anxiety-like behavior, cognitive deficits, hyperactivity, and changes in the expression of glutamate receptor associated-genes in the prefrontal cortex","Polli FS, Scharff MB, Ipsen TH, Aznar S, Kohlmeier KA, Andreasen JT.","Pharmacol Biochem Behav. 2020 Aug;195:172951. doi: 10.1016/j.pbb.2020.172951. Epub 2020 May 19.","Polli FS","Pharmacol Biochem Behav","2020","2020/05/23","","","10.1016/j.pbb.2020.172951"
"32397542","Obesity and Age-Related Changes in the Brain of the Zucker Lepr (fa/fa) Rats","Tomassoni D, Martinelli I, Moruzzi M, Micioni Di Bonaventura MV, Cifani C, Amenta F, Tayebati SK.","Nutrients. 2020 May 9;12(5):1356. doi: 10.3390/nu12051356.","Tomassoni D","Nutrients","2020","2020/05/14","PMC7284640","","10.3390/nu12051356"
"31721903","Oxiracetam ameliorates cognitive deficits in vascular dementia rats by regulating the expression of neuronal apoptosis/autophagy-related genes associated with the activation of the Akt/mTOR signaling pathway","Xu J, Qi Q, Lv P, Dong Y, Jiang X, Liu Z.","Braz J Med Biol Res. 2019 Nov 7;52(11):e8371. doi: 10.1590/1414-431X20198371. eCollection 2019.","Xu J","Braz J Med Biol Res","2019","2019/11/14","PMC6853072","","10.1590/1414-431X20198371"
"31399584","Caspase-2 promotes AMPA receptor internalization and cognitive flexibility via mTORC2-AKT-GSK3β signaling","Xu ZX, Tan JW, Xu H, Hill CJ, Ostrovskaya O, Martemyanov KA, Xu B.","Nat Commun. 2019 Aug 9;10(1):3622. doi: 10.1038/s41467-019-11575-1.","Xu ZX","Nat Commun","2019","2019/08/11","PMC6689033","","10.1038/s41467-019-11575-1"
"31333645","Neonatal Intermittent Hypoxia Induces Lasting Sex-Specific Augmentation of Rat Microglial Cytokine Expression","Kiernan EA, Wang T, Vanderplow AM, Cherukuri S, Cahill ME, Watters JJ.","Front Immunol. 2019 Jul 2;10:1479. doi: 10.3389/fimmu.2019.01479. eCollection 2019.","Kiernan EA","Front Immunol","2019","2019/07/24","PMC6615134","","10.3389/fimmu.2019.01479"
"31290455","Paired associative stimulation improves synaptic plasticity and functional outcomes after cerebral ischemia","Hu Y, Guo TC, Zhang XY, Tian J, Lu YS.","Neural Regen Res. 2019 Nov;14(11):1968-1976. doi: 10.4103/1673-5374.259618.","Hu Y","Neural Regen Res","2019","2019/07/11","PMC6676880","","10.4103/1673-5374.259618"
"31244052","Tacrine-Hydrogen Sulfide Donor Hybrid Ameliorates Cognitive Impairment in the Aluminum Chloride Mouse Model of Alzheimer's Disease","Cheng XJ, Gu JX, Pang YP, Liu J, Xu T, Li XR, Hua YZ, Newell KA, Huang XF, Yu Y, Liu Y.","ACS Chem Neurosci. 2019 Aug 21;10(8):3500-3509. doi: 10.1021/acschemneuro.9b00120. Epub 2019 Jun 20.","Cheng XJ","ACS Chem Neurosci","2019","2019/06/28","","","10.1021/acschemneuro.9b00120"
